u,g,r,i,z,gaia_g,bp,rp
17.82215,16.79946,16.28896,16.10388,16.04773,16.29965,16.64531,15.78461
17.6543,16.6997,16.3398,16.2368,16.1807,16.35167,16.63873,15.88635
16.3927,15.454,15.2134,15.1276,15.1367,15.18981,15.43023,14.78661
17.5682,16.5833,16.1174,15.9413,15.8791,16.11613,16.46419,15.59165
16.7574,15.9708,15.5875,15.4798,15.452,15.57865,15.83767,15.1563
17.7713,16.8135,16.4788,16.3475,16.2911,16.46482,16.74114,16.00726
17.4175,16.443,16.1338,16.0578,16.0064,16.12027,16.39296,15.68211
18.2321,17.2549,16.8888,16.7248,16.7069,16.8827,17.17221,16.40274
17.8659,17.0183,16.7381,16.6509,16.6621,16.72892,16.98158,16.33156
17.3122,16.3697,16.0588,15.9422,15.9384,16.05073,16.31817,15.62364
18.4138,17.591,17.3079,17.1737,17.1822,17.29809,17.56021,16.86777
16.3103,15.4105,15.1464,15.0476,15.0673,15.14203,15.38635,14.7225
17.3962,16.4989,16.2157,16.1172,16.0716,16.19162,16.43927,15.77844
16.3794,15.4385,15.1325,15.0343,14.9843,15.1315,15.40224,14.69567
16.4034,15.5166,15.2568,15.1965,15.22,15.26603,15.49557,14.87469
17.2753,16.2301,15.8803,15.7391,15.6875,15.87113,16.16819,15.39573
17.3588,16.5003,16.2937,16.2305,16.2258,16.27335,16.48901,15.89369
17.4992,16.6112,16.3221,16.1987,16.1917,16.30192,16.5638,15.87339
16.4792,15.5149,15.11,15.0211,14.9821,15.1178,15.40518,14.66234
17.4185,16.4919,16.176,16.1032,16.0466,16.1853,16.44607,15.76447
18.25613,17.22708,16.84262,16.70856,16.67378,16.83991,17.13733,16.37437
17.885,16.919,16.6017,16.4807,16.4764,16.59506,16.86283,16.16473
16.9979,16.1557,15.9543,15.8443,15.8621,15.92572,16.14372,15.54839
17.3882,16.4536,16.1649,16.0705,16.0588,16.16438,16.43087,15.76348
17.9317,17.0044,16.732,16.6128,16.6117,16.70944,16.9549,16.30575
18.0498,17.0339,16.6845,16.542,16.5334,16.68579,16.9525,16.25664
17.3893,16.4627,16.1658,16.0518,16.0268,16.16577,16.43328,15.73246
17.9663,16.9853,16.6549,16.567,16.5268,16.66147,16.93536,16.22223
18.0728,17.1238,16.7834,16.6766,16.6533,16.78477,17.06877,16.35582
18.1282,17.101,16.7584,16.6354,16.6118,16.7653,17.03975,16.31931
16.6799,15.7332,15.435,15.3056,15.2595,15.42534,15.69721,14.97746
17.4025,16.448,16.1429,16.0085,16.034,16.14786,16.41581,15.72413
17.5866,16.5601,16.1441,15.982,15.9054,16.14115,16.46894,15.63402
17.9114,16.9842,16.6215,16.4883,16.4369,16.63678,16.92986,16.17302
17.58851,16.71006,16.45009,16.33988,16.28258,16.41974,16.6778,15.99447
16.7867,15.7802,15.426,15.312,15.2914,15.43268,15.70333,14.99576
17.8988,16.8901,16.5829,16.4748,16.4596,16.5806,16.84052,16.15908
17.9622,16.9975,16.6166,16.4832,16.4651,16.63401,16.92459,16.16068
17.7252,16.812,16.4552,16.3311,16.3029,16.45877,16.74819,15.99101
16.4964,15.5173,15.1389,14.9889,14.9305,15.14059,15.44373,14.66399
17.8761,16.9494,16.6027,16.4084,16.4025,16.6216,16.9268,16.15056
17.4487,16.5316,16.2823,16.2027,16.2042,16.26241,16.49378,15.86462
17.6043,16.5869,16.2288,16.114,16.0371,16.22187,16.51071,15.75741
17.16539,16.27348,15.9824,15.89913,15.87212,15.98125,16.23084,15.56933
17.4104,16.5011,16.2737,16.1754,16.1672,16.23172,16.46239,15.84178
18.02,17.1443,16.9315,16.8579,16.8316,16.89703,17.11777,16.51342
17.5566,16.6297,16.2893,16.1362,16.1368,16.29176,16.57534,15.84531
16.4737,15.5627,15.2737,15.1434,15.1672,15.26446,15.52838,14.8308
16.9486,16.0412,15.7156,15.5801,15.6014,15.7245,15.98118,15.29717
18.141,17.1835,16.8965,16.7277,16.723,16.85658,17.14266,16.41707
16.5726,15.6131,15.2972,15.182,15.1541,15.29017,15.55024,14.84671
16.8509,15.9489,15.5545,15.4632,15.4295,15.59468,15.8667,15.1205
17.1804,16.2461,15.9817,15.8502,15.8709,15.98606,16.23062,15.58247
17.1467,16.1876,15.8531,15.7135,15.6819,15.833,16.11174,15.36557
18.3849,17.4459,17.1909,17.0905,17.1018,17.17456,17.4227,16.75229
17.77047,16.85887,16.55544,16.42495,16.39621,16.54125,16.80372,16.10827
18.1251,17.1084,16.7176,16.5541,16.4933,16.70722,17.01673,16.21719
17.7794,16.8988,16.6155,16.5097,16.4726,16.60099,16.84822,16.19396
17.58925,16.66818,16.39544,16.30937,16.29833,16.3854,16.63885,15.9668
17.1824,16.236,15.9109,15.813,15.7771,15.91595,16.17814,15.49218
17.4418,16.4453,16.1568,16.0388,16.0054,16.14397,16.41487,15.7098
18.6378,17.6669,17.4225,17.3042,17.27,17.40996,17.64495,17.00767
16.8687,15.9082,15.6226,15.4784,15.4563,15.59416,15.87261,15.14409
17.63997,16.58462,16.2549,16.14204,16.08759,16.25025,16.53547,15.79746
16.6576,15.7291,15.4073,15.288,15.253,15.41199,15.68008,14.9776
18.6842,17.6671,17.3562,17.2203,17.1406,17.32557,17.63328,16.87518
17.2967,16.3853,16.0532,15.9149,15.9194,16.05022,16.32298,15.61233
17.8937,16.9494,16.6284,16.5087,16.4804,16.60124,16.87058,16.15713
17.2227,16.2818,15.9727,15.8786,15.8204,15.95397,16.21947,15.52325
17.2634,16.3219,16.071,15.9744,15.9821,16.03538,16.27327,15.6364
17.1679,16.1382,15.7801,15.6248,15.5938,15.77599,16.07642,15.29684
16.5427,15.6242,15.2809,15.1832,15.1412,15.27748,15.55242,14.83133
17.6917,16.7438,16.326,16.1772,16.1482,16.33855,16.64175,15.85948
18.5436,17.6097,17.3236,17.2407,17.2385,17.3284,17.56863,16.92317
16.7566,15.7512,15.3717,15.2595,15.2201,15.38972,15.67341,14.93196
17.3758,16.4577,16.1489,16.0281,16.0073,16.13621,16.40088,15.70625
18.1254,17.1674,16.9239,16.849,16.8132,16.91441,17.1687,16.51697
17.1797,16.2593,15.9867,15.9262,15.9462,15.99936,16.23908,15.60645
18.333,17.4441,17.1177,16.9868,16.9292,17.10578,17.39757,16.66545
17.5758,16.675,16.3769,16.2533,16.2296,16.37195,16.64348,15.94159
18.1511,17.1754,16.884,16.721,16.6931,16.859,17.15671,16.39966
18.0861,17.0941,16.7139,16.5739,16.5095,16.71773,17.02784,16.24959
17.50134,16.59661,16.30116,16.14418,16.10023,16.25156,16.52904,15.8063
16.9852,15.9893,15.6816,15.5643,15.5577,15.67275,15.95032,15.2296
17.4915,16.5856,16.2999,16.2244,16.1989,16.30042,16.54856,15.89449
17.8532,16.9132,16.6346,16.5214,16.4601,16.62099,16.89595,16.18613
18.2164,17.352,17.1294,17.015,16.9732,17.09351,17.33372,16.70052
16.5009,15.55584,15.24569,15.11145,15.12149,15.22527,15.49076,14.78893
17.4028,16.5536,16.3379,16.3189,16.3211,16.35074,16.56272,15.99944
17.2211,16.2728,16.0555,15.9509,15.9685,16.00159,16.23918,15.60386
17.3604,16.3793,16.0697,15.9401,15.9057,16.05714,16.3454,15.6022
18.5264,17.5802,17.2251,17.1143,17.0504,17.23348,17.4825,16.7171
17.057,16.1155,15.777,15.6363,15.6331,15.77661,16.05869,15.32643
18.0453,17.0775,16.7369,16.5958,16.5615,16.72787,17.02543,16.26152
16.9174,15.9916,15.6486,15.5377,15.5196,15.64344,15.922,15.19603
16.8661,15.9267,15.6323,15.5457,15.5376,15.62626,15.87523,15.21498
18.5223,17.4815,17.1284,16.9783,16.9317,17.11926,17.42784,16.65235
17.59021,16.65499,16.4008,16.28875,16.27103,16.37758,16.62315,15.96821
17.4298,16.3495,15.902,15.7087,15.6361,15.90243,16.24993,15.37817
16.4228,15.5173,15.2304,15.1202,15.1216,15.21321,15.46472,14.80249
17.7909,16.8332,16.5402,16.4046,16.3566,16.51975,16.79927,16.08279
18.0745,17.1452,16.8683,16.7954,16.7551,16.85652,17.10283,16.44607
17.6657,16.7237,16.4324,16.3495,16.3137,16.45314,16.70509,16.0267
17.4272,16.5119,16.1995,16.112,16.0604,16.19075,16.4602,15.76101
16.9313,15.9378,15.594,15.4895,15.4838,15.61081,15.88897,15.16066
17.7548,16.8586,16.5132,16.3811,16.3492,16.51056,16.7989,16.05491
16.9667,15.993,15.7037,15.636,15.6541,15.70176,15.93441,15.30552
16.9921,16.0497,15.6951,15.5667,15.4677,15.69088,15.99608,15.21641
17.5624,16.5951,16.2581,16.0963,16.0573,16.23611,16.524,15.77442
17.2212,16.2773,15.8986,15.7791,15.8043,15.92915,16.20075,15.48781
17.3819,16.5551,16.1802,16.0417,16.0256,16.16981,16.45023,15.72577
17.7111,16.8335,16.4891,16.3827,16.3427,16.47859,16.74516,16.05194
17.8703,16.9284,16.6059,16.4795,16.4588,16.59878,16.8793,16.15031
18.0656,17.1886,16.8846,16.7774,16.7372,16.8703,17.13636,16.43716
17.7479,16.7694,16.4733,16.3054,16.2791,16.43365,16.70746,15.99033
16.9831,16.0636,15.7366,15.6641,15.6483,15.74658,15.9984,15.33157
18.061,17.0972,16.8116,16.73,16.6657,16.80786,17.05767,16.38514
17.6016,16.646,16.3429,16.2357,16.1987,16.32976,16.60193,15.89204
16.3396,15.418,15.1623,15.062,15.0359,15.12775,15.37253,14.72006
18.0125,17.0025,16.6426,16.5048,16.4372,16.64307,16.94657,16.17555
15.9487,15.0302,14.6634,14.5642,14.5462,14.67679,14.95809,14.22361
17.174,16.1941,15.8357,15.7229,15.6794,15.84585,16.12587,15.38941
17.5654,16.6839,16.2659,16.1328,16.0295,16.28176,16.60022,15.79535
16.87,15.8994,15.6232,15.5636,15.5397,15.60952,15.83249,15.22155
17.3192,16.2884,15.8706,15.7228,15.6555,15.87967,16.19555,15.38562
16.1006,15.1752,14.9067,14.8098,14.7984,14.88961,15.1361,14.47652
16.32417,15.28341,14.94515,14.82048,14.77123,14.92997,15.21994,14.47475
17.5993,16.7251,16.3633,16.2641,16.1872,16.38267,16.67245,15.91843
17.0153,15.9963,15.5327,15.3946,15.3334,15.58863,15.90347,15.05529
16.8915,15.9691,15.5451,15.3581,15.2893,15.52765,15.85973,15.01565
17.5244,16.6001,16.3497,16.2802,16.2869,16.35398,16.59788,15.965
18.3254,17.3912,17.036,16.909,16.8636,17.0303,17.32494,16.56255
18.3742,17.4232,17.0895,16.9673,16.9437,17.09613,17.37487,16.65671
17.55152,16.07093,15.3724,15.07818,14.93492,15.41766,15.89948,14.76212
17.6775,16.698,16.423,16.3126,16.3176,16.41165,16.67011,15.99679
17.0834,16.1192,15.7768,15.6688,15.6974,15.80738,16.07107,15.37738
17.3824,16.3963,16.0532,15.9295,15.9281,16.06297,16.33834,15.62075
16.4204,15.4411,15.1193,15.0267,15.017,15.26639,15.36003,14.65454
17.2584,16.3919,16.0754,15.9767,15.9658,16.05513,16.28677,15.64953
17.8017,16.8513,16.4864,16.3561,16.2849,16.47396,16.77212,16.00442
16.5335,15.5769,15.3029,15.1797,15.189,15.27453,15.51778,14.85994
16.7801,15.8376,15.495,15.3969,15.3598,15.49707,15.76006,15.06437
16.9671,16.0917,15.8284,15.6712,15.658,15.78067,16.05715,15.34633
16.6517,15.7968,15.5456,15.4477,15.4415,15.5402,15.77789,15.14956
17.6788,16.7453,16.4432,16.3297,16.2999,16.43239,16.70247,16.00039
17.06007,16.1438,15.81613,15.68467,15.63053,15.7953,16.0641,15.35218
17.486,16.4955,16.1121,15.9666,15.9269,16.10553,16.40304,15.63756
18.0469,17.112,16.8342,16.7155,16.7083,16.81462,17.06773,16.39038
17.5272,16.5342,16.1853,16.0964,16.0964,16.19043,16.45966,15.75662
17.1882,16.2283,15.8558,15.7329,15.6906,15.86713,16.16112,15.39528
17.6372,16.6932,16.4155,16.2644,16.2594,16.3953,16.66248,15.96527
17.6712,16.6843,16.304,16.1863,16.1502,16.3486,16.59474,15.82863
16.8706,15.8721,15.42591,15.22646,15.15469,15.42389,15.76064,14.90428
17.7462,16.7816,16.492,16.3731,16.3729,16.48482,16.74243,16.06101
18.4785,17.5497,17.2375,17.1532,17.1063,17.23124,17.49795,16.80761
17.7927,16.8374,16.493,16.3284,16.3212,16.49232,16.78292,16.03098
17.3645,16.4417,16.0932,15.9661,15.9168,16.08805,16.36311,15.63493
17.484,16.4973,16.0688,15.9548,15.8838,16.08492,16.40382,15.59959
17.5471,16.581,16.222,16.1012,16.0282,16.22781,16.51497,15.77419
17.4161,16.461,16.1855,16.1144,16.0739,16.17506,16.41415,15.77388
17.748,16.8515,16.562,16.4624,16.4439,16.56417,16.82671,16.14148
17.4751,16.5369,16.1324,15.9538,15.9102,16.11723,16.43111,15.63066
18.8174,17.8128,17.4367,17.2907,17.2366,17.43336,17.74836,16.94564
17.5229,16.5802,16.2043,16.0523,15.9851,16.20476,16.5125,15.73018
16.4631,15.5585,15.2918,15.1782,15.1874,15.27196,15.5224,14.86038
17.3866,16.5011,16.1856,16.0947,16.0197,16.18054,16.46508,15.71759
17.1097,16.2234,15.8574,15.7829,15.7495,15.88132,16.17219,15.45533
17.7671,16.8502,16.5304,16.4083,16.367,16.51016,16.78762,16.06053
18.6297,17.6367,17.3549,17.2792,17.2719,17.35431,17.59159,16.95938
17.0,16.0674,15.8308,15.7759,15.7927,15.82689,16.04747,15.4538
17.4067,16.5192,16.2501,16.1341,16.1115,16.23153,16.48307,15.81065
18.1283,17.1266,16.827,16.7319,16.7061,16.82267,17.1083,16.41083
16.2956,15.3566,15.0843,14.9529,14.9671,15.07558,15.33985,14.6384
18.0674,17.1018,16.7459,16.6369,16.5951,16.76269,17.04752,16.3101
17.8879,16.9083,16.5461,16.3861,16.3006,16.52645,16.8242,16.04506
17.423,16.4421,16.083,15.9374,15.9275,16.07714,16.36899,15.61447
16.86233,15.92482,15.65964,15.53437,15.48888,15.62419,15.88488,15.19793
17.3253,16.3736,16.0679,15.9522,15.9243,16.06483,16.32672,15.62968
17.2617,16.3233,15.9898,15.868,15.8485,15.99661,16.2704,15.55106
17.6804,16.7707,16.4421,16.3342,16.2569,16.44567,16.73052,15.99341
17.2774,16.324,16.0486,15.9176,15.9266,16.02617,16.28814,15.60838
17.5963,16.6434,16.2877,16.1585,16.1076,16.28911,16.5767,15.81919
17.2572,16.3093,16.0244,15.8957,15.8818,16.01454,16.27486,15.59324
16.9037,16.0951,15.6636,15.5352,15.4685,15.66717,15.96872,15.19425
17.4528,16.4468,16.0478,15.8978,15.8378,16.06703,16.38997,15.56707
17.864,16.9356,16.5094,16.3358,16.2466,16.5054,16.8327,16.00175
17.3892,16.3722,15.9943,15.8105,15.7802,15.97925,16.28767,15.50057
18.55,17.6475,17.3876,17.2847,17.2834,17.37101,17.62534,16.97964
17.8945,17.0035,16.7225,16.6036,16.5672,16.70625,16.95431,16.28892
17.6374,16.7403,16.4502,16.3454,16.3062,16.4343,16.68637,16.0139
18.3383,17.4346,17.0755,16.9465,16.9419,17.08138,17.35955,16.63136
17.8468,16.8997,16.5742,16.4486,16.4273,16.56453,16.8458,16.12303
17.8499,16.8708,16.5299,16.3924,16.3394,16.51683,16.80805,16.05986
16.5906,15.6782,15.4128,15.3067,15.2845,15.39676,15.64634,14.98398
18.5816,17.6087,17.2623,17.1533,17.1188,17.26255,17.5552,16.81592
18.0817,17.1772,16.9062,16.8149,16.802,16.89497,17.15218,16.48899
17.6532,16.7064,16.4841,16.399,16.4016,16.52359,16.74115,16.11553
17.8656,16.9288,16.6748,16.57,16.5441,16.6519,16.91292,16.24727
16.4855,15.5757,15.233,15.061,15.0219,15.21714,15.5151,14.73903
18.3971,17.4203,17.0111,16.8416,16.7888,17.01308,17.32707,16.51553
17.2223,16.3777,16.1749,16.0993,16.0955,16.14188,16.36112,15.76766
18.2986,17.2705,16.9093,16.7788,16.74,16.90717,17.20916,16.44526
18.2977,17.3523,17.0711,17.0042,16.9771,17.05533,17.28287,16.69668
18.0449,17.042,16.6392,16.4784,16.4059,16.63676,16.96591,16.14185
17.0904,16.1286,15.7982,15.7472,15.6981,15.80603,16.07744,15.3677
17.872,16.9534,16.5695,16.4437,16.362,16.57849,16.88563,16.09647
17.1009,16.2127,15.8618,15.7356,15.7289,15.86464,16.14322,15.41179
18.1193,17.1507,16.7964,16.7003,16.6643,16.80595,17.09213,16.38407
16.6894,15.7326,15.411,15.2822,15.2345,15.39233,15.67365,14.93909
17.9729,17.0726,16.7594,16.6513,16.6643,16.77448,17.03068,16.3447
17.5532,16.5732,16.2276,16.0931,16.0599,16.21999,16.50352,15.76045
18.1775,17.207,16.8876,16.7592,16.7008,16.8716,17.15925,16.42169
18.94837,17.75162,17.1788,16.84095,16.67766,16.90353,17.44938,16.20478
17.8611,16.9295,16.6407,16.6019,16.5947,16.65092,16.89365,16.26558
17.3674,16.4341,16.10205,15.96212,15.9234,16.08159,16.36159,15.63674
15.7052,14.7128,14.4545,14.3456,14.3218,14.45208,14.71422,14.02035
18.0395,17.1749,16.9417,16.8677,16.8305,16.91492,17.14758,16.52472
16.90862,15.74792,15.32571,15.20597,15.13355,15.3637,15.68518,14.86961
17.8658,16.9577,16.6712,16.5687,16.5689,16.65345,16.92004,16.22994
16.6223,15.7057,15.4461,15.3508,15.3487,15.42492,15.67499,15.01482
17.4148,16.5321,16.193,16.0674,16.0769,16.25328,16.44302,15.73363
16.3109,15.3246,15.0491,14.9389,14.9334,15.03494,15.28593,14.61586
17.4403,16.5582,16.282,16.1689,16.1436,16.25447,16.50185,15.83399
17.754,16.852,16.582,16.4843,16.4641,16.54706,16.79047,16.14436
17.9585,16.9344,16.5604,16.4412,16.4084,16.58498,16.88637,16.1209
18.2302,17.286,17.0022,16.8969,16.9084,16.98506,17.23263,16.56409
17.7614,16.8146,16.5091,16.4174,16.3777,16.50994,16.771,16.081
17.8474,16.9517,16.6317,16.506,16.4765,16.61468,16.88631,16.18334
17.4614,16.475,16.0878,15.959,15.913,16.09868,16.39922,15.62815
17.4397,16.4867,16.149,16.0458,16.0226,16.16696,16.4113,15.67533
17.6043,16.7333,16.5016,16.4461,16.3977,16.49512,16.72253,16.10921
16.5497,15.6827,15.4248,15.3374,15.3562,15.40121,15.63168,15.0237
17.8797,16.9123,16.5958,16.4802,16.4599,16.58035,16.84681,16.14692
17.0629,16.0657,15.738,15.6271,15.6052,15.7376,16.01456,15.29454
16.1648,15.2449,14.976,14.8837,14.8945,14.9682,15.21802,14.54847
17.4141,16.447,16.1336,16.0305,16.0245,16.13592,16.39804,15.71213
17.6069,16.6498,16.3662,16.2255,16.2131,16.34407,16.60579,15.91145
17.1663,16.2757,15.951,15.8242,15.7909,15.9285,16.1967,15.49019
18.1039,17.1954,16.9153,16.7974,16.7493,16.91042,17.1803,16.45149
18.2232,17.3094,16.9239,16.7391,16.6749,16.9023,17.23265,16.40819
16.8097,15.8513,15.5162,15.3931,15.3291,15.49221,15.77526,15.03294
18.6442,17.6863,17.3929,17.243,17.2409,17.36912,17.64751,16.94153
16.8016,15.8667,15.4877,15.3869,15.3475,15.50235,15.78793,15.04241
16.77,15.8474,15.5646,15.4728,15.4228,15.53613,15.78913,15.11518
17.9759,17.0687,16.8042,16.6836,16.6557,16.78084,17.04099,16.35473
16.9902,16.1001,15.826,15.7332,15.7356,15.81689,16.06434,15.41019
18.5409,17.6473,17.3754,17.2973,17.2831,17.36288,17.57656,16.97896
17.2888,16.3202,15.9304,15.8112,15.7983,15.94614,16.23385,15.49106
17.9977,17.0994,16.7837,16.6498,16.6383,16.77327,17.05776,16.32416
18.0749,17.0802,16.7006,16.5784,16.5332,16.71144,17.00613,16.24671
16.6359,15.6995,15.3376,15.2185,15.1559,15.32696,15.61016,14.86433
15.7333,14.779,14.5011,14.3837,14.4136,14.49214,14.74921,14.06859
18.095,17.2327,16.8184,16.6645,16.6525,16.83369,17.11614,16.36678
15.7746,14.7922,14.4966,14.3851,14.3617,14.48492,14.7459,14.05598
17.814,16.9029,16.6161,16.5335,16.5122,16.61434,16.86646,16.21231
17.8083,16.835,16.5309,16.3769,16.37,16.49726,16.76835,16.06815
17.7319,16.7564,16.4058,16.29,16.2383,16.39555,16.68745,15.93331
17.4312,16.4625,16.075,15.8833,15.848,16.05636,16.36849,15.57603
17.92509,16.8825,16.53624,16.38518,16.3258,16.51578,16.81745,16.04629
17.6195,16.6351,16.3374,16.2509,16.2089,16.36558,16.63074,15.92929
16.1287,15.2031,14.9017,14.8,14.7567,14.89338,15.15564,14.4676
16.0546,15.1399,14.8618,14.7762,14.733,14.85917,15.11138,14.44338
17.6214,16.6461,16.2268,16.0697,15.9938,16.23584,16.56318,15.7245
16.8752,15.8332,15.4805,15.3463,15.313,15.48318,15.77926,15.01504
17.0506,16.1783,15.8185,15.715,15.6662,15.81408,16.08907,15.3699
18.4395,17.5469,17.2852,17.2134,17.2222,17.28539,17.50668,16.88105
17.3773,16.4627,16.0992,15.9776,15.9485,16.09355,16.37343,15.63931
16.662,15.6767,15.319,15.1822,15.1539,15.32376,15.61262,14.85829
17.0029,16.1823,15.8904,15.7833,15.7277,15.86675,16.1091,15.45454
17.69375,16.70423,16.34274,16.21701,16.15002,16.33178,16.6301,15.86098
18.2246,17.2541,17.0091,16.8649,16.8712,16.97579,17.21935,16.57907
17.6978,16.7336,16.4572,16.3345,16.2943,16.43157,16.70395,15.99161
17.6601,16.7003,16.3803,16.2655,16.242,16.3758,16.64611,15.94313
17.2412,16.2877,15.8802,15.7527,15.6878,15.88659,16.18979,15.41447
16.7137,15.8063,15.5259,15.4243,15.4279,15.51087,15.76157,15.08969
17.0366,16.0307,15.7275,15.5785,15.5841,15.72573,15.99861,15.27761
17.0145,16.075,15.7481,15.6135,15.5925,15.72758,15.99911,15.29016
18.5102,17.5688,17.276,17.1725,17.2128,17.265,17.52689,16.82966
16.8201,15.9177,15.5892,15.4951,15.5125,15.59787,15.85967,15.17026
17.8922,16.9258,16.6252,16.5005,16.4485,16.61386,16.88327,16.16562
17.9184,16.9328,16.6058,16.4676,16.4678,16.59803,16.88434,16.14146
16.5272,15.5369,15.1864,15.0637,15.0316,15.18749,15.46783,14.73489
17.9284,17.0668,16.8142,16.7149,16.7113,16.80198,17.04895,16.40928
15.8203,14.8373,14.5237,14.4532,14.4424,14.53096,14.78081,14.11505
17.8411,16.876,16.4998,16.4127,16.4023,16.53625,16.8097,16.10193
17.1197,16.1547,15.772,15.6174,15.5629,15.76493,16.07001,15.2809
17.6225,16.6614,16.2576,16.1328,16.0949,16.26671,16.56923,15.79261
16.4618,15.465,15.1667,15.083,15.105,15.15368,15.41028,14.73456
17.8871,16.9233,16.5666,16.4187,16.3671,16.54754,16.84588,16.06946
16.8655,15.916,15.573,15.4255,15.4059,15.55684,15.83557,15.11384
18.0129,17.0998,16.872,16.8027,16.7783,16.85958,17.07777,16.48355
16.9136,15.9514,15.6438,15.548,15.5271,15.64124,15.90237,15.21163
16.9581,16.155,15.8322,15.7452,15.7299,15.80304,16.03621,15.40603
17.6618,16.703,16.4102,16.2613,16.251,16.38886,16.66978,15.94629
17.4034,16.4737,16.1535,16.0376,16.016,16.14948,16.41343,15.71687
17.402,16.4499,16.2198,16.1391,16.1508,16.21923,16.44129,15.82434
18.0623,17.1813,16.9082,16.783,16.8114,16.89026,17.1517,16.49892
16.1946,15.2119,14.8376,14.6999,14.6635,14.83952,15.13813,14.36571
18.74949,17.64585,17.66109,17.66088,17.75849,17.60411,17.75892,17.37809
16.8185,15.9021,15.5466,15.3888,15.3399,15.52976,15.82982,15.05818
18.2417,17.299,16.9454,16.8124,16.7687,16.93928,17.23883,16.48258
17.9446,17.0433,16.8111,16.7183,16.7267,16.80129,17.04334,16.42217
18.0156,17.0794,16.7433,16.623,16.5659,16.74702,17.03479,16.30477
17.2277,16.2906,15.9959,15.8811,15.8651,15.97913,16.23973,15.55558
17.9079,16.8588,16.4982,16.3686,16.3014,16.48947,16.81319,16.01989
18.114,17.1953,16.9649,16.8749,16.8211,16.94461,17.18814,16.54744
16.8428,15.9154,15.6095,15.514,15.4637,15.59236,15.85855,15.16073
15.7885,14.7997,14.4862,14.3545,14.3257,14.47021,14.74214,14.03128
17.3309,16.4095,16.0816,15.9332,15.8669,16.057,16.34589,15.60064
18.2203,17.2954,17.074,17.0075,16.9683,17.05459,17.28961,16.66371
17.8985,16.9257,16.5442,16.4094,16.4005,16.5534,16.84524,16.07586
16.8079,15.9015,15.6155,15.5267,15.4955,15.60683,15.86623,15.18784
17.3628,16.4358,16.1452,16.0599,16.0421,16.16449,16.42626,15.75053
16.658,15.6967,15.3095,15.1349,15.0947,15.30155,15.61369,14.81173
17.6969,16.7185,16.3782,16.2503,16.2417,16.37045,16.64409,15.92904
16.8871,16.0313,15.7667,15.6953,15.6943,15.74799,15.98098,15.35538
16.1599,15.2154,14.9092,14.7604,14.719,14.87841,15.15139,14.43156
16.7775,15.7883,15.5149,15.4317,15.3994,15.49682,15.75754,15.06755
16.9127,15.9696,15.5936,15.4571,15.4738,15.59813,15.88393,15.14515
17.1823,16.2726,15.9521,15.8036,15.7617,15.92629,16.20819,15.46911
18.0974,17.2098,16.8177,16.693,16.6558,16.83574,17.12964,16.36901
17.7844,16.8042,16.423,16.299,16.2773,16.43444,16.72102,15.97865
17.5173,16.56316,16.28899,16.16902,16.11059,16.27039,16.53897,15.82866
15.7725,14.8844,14.5542,14.4309,14.4152,14.53287,14.80106,14.09564
16.9286,15.9279,15.5978,15.4543,15.4385,15.58602,15.87875,15.12739
17.101,16.2032,15.8713,15.7547,15.7461,15.8697,16.14949,15.42345
